|departure_city|col_index|language|flight_date|airline|customer_review_original_language
321|Montreal|321|french|2022-08-02 15:10:42.953034977|AirParis|Montréal à Istanbul sur TK36. Arrivé à l'aéroport 2 heures avant le départ pour découvrir que l'enregistrement avait été suspendu. Les passagers ont attendu dans les files d'attente pendant un certain temps avant que le responsable de la station TK n'apparaisse et annonce à tout le monde que le vol avait été annulé. Ce qui s'en est suivi ne peut être décrit que comme un chaos avec des agents qui courent partout pour collecter les coordonnées des passagers afin qu'ils puissent être informés de leur itinéraire réacheminé. TK exploite trois vols par semaine sur cette route, le prochain vol ne devant partir que vendredi. Cela a entraîné une file d'attente longue et extrêmement lente devant la billetterie alors que deux agents tentaient de retraiter un avion chargé de personnes. Le reste du personnel au sol a couru partout, semblant savoir ce qu'il faisait, mais n'accomplissant presque rien. Le directeur de la gare était introuvable avec de nombreux passagers exigeant des réponses. Comme le vol est souvent le tout dernier de la journée, il n'y avait plus d'autres options pour faire sortir les passagers le même jour, beaucoup devant faire face à au moins un jour de retard. Les perturbations de vol sont un élément inévitable du transport aérien, mais TK n'est pas équipé pour y faire face, comme en témoignent le manque de coordination et l'inefficacité. Leur centre d'appels était tout aussi inefficace car ils n'arrêtaient pas de dire qu'ils ne pouvaient rien faire. Si TK aspire bel et bien à devenir l'un des principaux transporteurs, il lui faut considérablement accélérer son jeu dans la relation client et la réponse aux imprévus.
322|Kuala Lumpur|322|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Kuala Lumpur to Venice via Istanbul. The flight from Kuala Lumpur was real packed. I was seated on 50G. It was rather hot during the flight. Meal was plenty and tasty. I also like your special menu and unique drink such as sour cheery drink and home made lemonade. They are fantastic! Most cabin crews on Kuala Lumpur - Istanbul sector were nice and polite except one male crew looked grumpy but he still did the job well. Nothing to complain from Istanbul to Venice. Toilet was clean and with proper amenities. We got nice blanket, pillow and nice pouch (Kuala Lumpur - Istanbul sector) full of flying amenities such as lip balm, socks, eye shade, toothbrush and ear plug which are nice. AVOD needs improvement on film and song selection. Need to provide some asian movies and songs including in Chinese/Mandarin. You have ones in Malay but not Bahasa Indonesia although you also serve Jakarta airport. Wifi is on and off. A bit frustrating indeed. Other than that, I have nothing to complain.
323|Rome|323|italian|2022-08-02 15:10:42.953034977|Italines|Da Roma a Giacarta via Istanbul. Gli aerei erano puliti e gli equipaggi gentili. Come al solito, la porzione del pasto era abbondante. Non avrò fame volando con loro. Tutti sono deliziosi. Le bevande erano carine. Come il loro succo acido e allegro e la limonata fatta in casa. Coperta e auricolare erano puliti e buoni. Mi piacciono, la custodia da viaggio data è stata carina. È pieno di spazzolino da denti, calzini, ombretto, tappi per le orecchie, balsamo per le labbra e sandali. Grande offerta. Gli equipaggi hanno cercato di fare del loro meglio per renderci felici, ma poiché l'aereo era molto pieno, ritengo che la risposta sia stata piuttosto tardiva. Ho premuto il pulsante della cabina ma sono arrivati ​​così a lungo ma capisco che erano molto occupati. Immagino che l'aereo fosse quasi pieno al 100%. L'aereo sembrava nuovo. Il bagno era pulito con i suoi servizi. Tuttavia, AVOD necessita di miglioramenti. Altri film e canzoni asiatiche, tra cui cinese mandarino e Bahasa Indonesia (non solo malese). Anche il Wi-Fi ha bisogno di miglioramenti. Complimenti turco!.
324|Amsterdam|324|dutch|2022-08-02 15:10:42.953034977|KLAmsterdam|Amsterdam naar Amman via Istanboel. Deze reis was een 4-daagse reis met ingecheckte bagage. Zowel in Amsterdam als in Amman en op doorreis in Istanbul konden we gebruik maken van prioritaire faciliteiten waardoor we de rijen konden overslaan voor de security. Turkish Airlines maakt gebruik van de Aspire Lounge in het niet-Schengengebied van Schiphol Airport, dat druk was en slecht bevoorraad met eet- en drinkgelegenheden. In Amman gebruiken ze de Royal Jordanian lounge die ruim is en goed gevuld met eten en drinken. Tijdens de 2e tussenstop in Istanbul hebben we gebruik gemaakt van de Turkish Airline-lounge, die enorm is met veel voorzieningen en eetgelegenheden en wederom een ​​goed wifi-netwerk. We hebben zelfs wat tijd gevonden om te spelen met de golfsimulator op de benedenverdieping van de lounge. De vluchten waren de typische middellangeafstandsvluchten, alle 4 de vluchten vertrokken redelijk op tijd en kwamen stipt op tijd aan op de bestemming. Op de dagvluchten tussen Amsterdam en Istanbul werd een lunch respectievelijk ontbijt aangeboden. Al het eten was lekker en mooi gepresenteerd. Tijdens de nachtvluchten tussen Istanbul en Amman kregen we voorafgaand aan het opstijgen een diner respectievelijk ontbijt aangeboden, maar in beide gevallen kozen we ervoor om te slapen wat perfect mogelijk was op de slaapstoelen in de A340 en A330. Op alle 4 de vluchten was het cabinepersoneel goed verzorgd, aardig en attent maar bleef altijd op afstand.
325|Istanbul|325|turc|2022-08-02 15:10:42.953034977|TurkishFly|Türk Hava Yolları ile İstanbul-Montreal seferi. TK, Kanada, ABD, Birleşik Krallık ve İsrail'e giden uçuşlar için ekstra pasaport formaliteleri ile özel bir business class check-in hizmeti kullanır. Bu işlem yavaştı ve check-in işlemine zaman ekledi. Uçağa biraz geç ama düzenli bir şekilde binildi. Gemide, sert ürün, küçük eşyalar için geniş depolama alanı ile düzgün bir şekilde görünüyordu. Bununla birlikte, baş üstü çöp kutusu alanı, ellerinde tuttukları yatak takımları nedeniyle sınırlıydı. Kalkıştan sonra içecekler ve öğle yemeği ikram edildi ve 6 hafta önce aynı rotayı gezdikten sonra aynı menüyü görünce şaşırdım. Buna rağmen yemek ve şaraplar lezzetliydi ve servis bir gülümsemeyle yapıldı. IFE iyi bir seçime sahipti, ancak navigasyon bazen garipti. Denon gürültü önleyici kulaklıklar harikaydı. Henüz anlayamadığım sebeplerden dolayı, inişten 3 saat önce, öğleden sonra atıştırması yapmak için kabin ışıklarını Türkçe olarak yakıyor. Diğer birçok havayolu aynı şeyi yapıyor, ancak inişten çok önce değil. Bu, almayı bekleyebileceğiniz uyku miktarını sınırlar. Wifi, uçuşun yalnızca bir bölümünde çalıştı. Harika bir kabin ekibi ile çok güzel bir uçuştu. Kokpitten Fransızca anonslar hoş bir dokunuştu. Uçuş geç kalktı ancak programın 40 dakika ilerisinde geldi.
326|Cairo|326|arabic|2022-08-02 15:10:42.953034977|EmiratesFly|من القاهرة إلى فيينا عبر اسطنبول. أنا أعتبر الخطوط الجوية التركية من أفضل شركات الطيران في كل شيء ، مقصورة الطائرة نظيفة وطاقم العمل مهذب ومتعاون. حتى منطقة الترانزيت في مطار أتاتورك كانت تجربة رائعة وكان لدينا ما يقرب من 5 إلى 6 ساعات من وقت العبور في المطار ولكننا استمتعنا بها حقًا.
327|Kuwait|327|arabic|2022-08-02 15:10:42.953034977|EmiratesFly|الكويت الى ادنبره عبر اسطنبول. رحلاتي بشكل عام كانت جيدة. ومع ذلك ، كان نظام الترفيه على متن الطائرة في إحدى مراحل الرحلة متقطعًا للغاية - ليس فقط بالنسبة لي ولكن لجميع الأنظمة. أجد أن طعام الغداء أفضل من طعام الإفطار. كان الصعود إلى الطائرة غير مؤلم وكان النقل عبر مطار إسطنبول بسيطًا إلى حد ما.
328|Montreal|328|french|2022-08-02 15:10:42.953034977|AirParis|Montréal à Budapest via Istanbul. J'avais des attentes assez élevées vis-à-vis de Turkish Airlines mais après quatre vols avec eux, je les juge médiocres. J'ai peut-être fait une mauvaise sélection de repas, mais le repas végétarien oriental était très peu attrayant. Les autres repas étaient tout aussi insatisfaisants. J'ai apprécié les couverts en acier au lieu du plastique. J'ai également été déçu de voir que Turkish fournit de petits sacs de toilette pour tenter de rendre le vol plus confortable. Je recommanderais toujours le turc, car j'ai réservé avec eux et le prix d'un vol direct pour Montréal était bon.
329|Istanbul|329|turc|2022-08-02 15:10:42.953034977|TurkishFly|İstanbul'dan Frankfurt'a İstanbul'dan tam zamanında yola çıktık. Uçuş görevlilerinin profesyonel hizmetini takdir ettik. Güler yüzlü ve samimiydiler. Ekstra yemek sipariş ettik ve çok lezzetliydi. Koltuklar rahat ve Eğlence Programı iyiydi. Her şey için çok teşekkür ederim ve yakında tekrar sizinle uçmayı dört gözle bekliyorum!
330|Sarajevo|330|english|2022-08-02 15:10:42.953034977|AlphaAirlines|"Sarajevo to Panama City via Istanbul. The first leg SJJ-IST was in a Boeing 737 in Row 1 with what must have been the worst leg-room I've witnessed in Business on a 737. The bulkhead is in front of your face and the only position to sit is upright. Fortunately the business class section was not full so I moved to a seat in Row 2, which had the seat in front of you to put your feet under. The service was good, and the meal was very good for so short a flight. The Istanbul to Panama City segment was on a semi-antiquated A330-200 which is 4 rows in a 2-2-2 configuration. The seat is comfortable for sitting upright and to a certain extent it is comfortable for relaxing. It is dreadful for sleeping, because the seat is so configured that in the ""angled flat"" position you slide down. I resolved this by putting my briefcase in the space under the seat in front of mine, and the briefcase then elevated my feet sufficiently to provide support to be able to lay comfortably without struggling to avoid sliding down the incline. The food on this carrier is much better than most European carriers, and light-years ahead of US carriers. The flight crew are sufficiently attentive to function without being over-the-top. When they finish serving, they disappear, and if you want something you'll need to call them and ask for it, or get up and get it yourself- they won't come by and volunteer. But the price is much cheaper than competitors on this route, and that forgives a lot. Overall, for the price, I'm more than satisfied. But if I had to pay full going price of European carriers, I'd fly Lufthansa or Air France, with flat bed seats and a more professional operation. A note of warning - unlike most Turkish long-haul aircraft which offer excellent wifi, this aircraft has no wifi, so you'd better enjoy reading."
331|Istanbul|331|turc|2022-08-02 15:10:42.953034977|TurkishFly|Türk Hava Yolları ile İstanbul'dan İzmir'e. Bu kadar kısa (50 dakika) bir rotada bir Boeing 777-300ER bulmak benim için inanılmazdı. Uçak henüz 1 yaşında ve çok rahattı. Yeni IFE inanılmaz derecede iyi çalışıyor ve çok zengin bir menüye sahip. Sandviç verip içiyorlar. 50 dakikalık bir uçuş için zevkli ve güzeldi. Kabin ekibi de her zamanki gibi çok yardımcı ve güler yüzlüydü.
332|Venice|332|italian|2022-08-02 15:10:42.953034977|Italines|Da Venezia a Singapore via Istanbul. Servizio normale, carino e standard su questi due voli. Entrambi i velivoli nuovi. Ho notato che hanno migliorato il loro IFE con nuove funzionalità. Le porzioni di cibo sono diventate un po' più piccole sulle rotte europee ma più grandi su quelle intercontinentali. La qualità del cibo era buona. Ampia scelta di bevande ma i turni potrebbero essere più frequenti. Entrambi i voli pieni. L'equipaggio di cabina è simpatico all'andata, molto più caldo nel segmento più lungo. Sulla strada per Singapore, a causa della congestione del traffico all'aeroporto di Istanbul, l'aereo è decollato con un ritardo di un'ora ma è atterrato a Singapore in orario. I bagni sono stati mantenuti puliti e ora vengono riforniti di nuovi servizi (fiori, lozioni per le mani e creme per le mani di alta qualità) che su altre compagnie aeree potresti trovare solo in business class. La distanza tra i sedili dell'A330 è piuttosto scarsa rispetto al Boeing 777. Come membro Elite, ho potuto utilizzare gratuitamente il Wi-Fi a bordo e la connessione era stabile e molto buona considerando l'altitudine. I bagagli con etichetta prioritaria sono stati consegnati in meno di 15 minuti a Singapore. La sala d'oro all'aeroporto di Istanbul è superba.
333|Kiev|333|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Kiev to Istanbul. The service is surely not bad, but is not as high and as expected. A321 with very narrow, uncomfortable seats, and not pleasant to fly. InFlight Entairtainment didn't want to work. At Istambul Airport all our boarding and de boarding were serviced by bus, and it takes a lot of time. The crew was not very attentive, but was professional however.
334|Birmingham|334|english|2022-08-02 15:10:42.953034977|AlphaAirlines|"Birmingham to Istanbul. What a revelation this turned out to be. A great seat pitch (34"" on Boeing 737-900ER) which as far as I know is unrivaled on most European economy class. A tasty dinner including soft drinks and wine was included and the cabin crew were excellent. Outbound and return both left and arrived on time. This offering was so far ahead of British Airways that choosing which one to use on this route is a no brainer."
335|Johannesburg|335|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Johannesburg to Gatwick via Istanbul. Seats were the smallest we have come across which was no fun on a 10 hour first leg. Staff unpleasant and food worse. Worst of all was the conflicting advice. We were told at check in no laptops or tablets in hand luggage, but they failed to mention battery pack phone chargers are not permitted. Ours were confiscated although people with laptops and tablets were permitted to hand these over and collect on arrival. Lack of customer advice mean this won't be an airline we will use again or recommend.
336|Istanbul|336|turc|2022-08-02 15:10:42.953034977|TurkishFly|İstanbul'dan Lagos'a. Uçağa biniş sırasında uçuş görevlisi cam koltuklarımızı arka arkaya iki sıradaki çıkıştan dört sıranın ortasındaki çıkışsız koltuğa değiştirmiştir. Koltuğu kontrol etmedik, ancak değişikliğin eşdeğer koltuklarda olup olmadığını sorduk ve evet aldık - ancak daha sonra bizi yanlış bilgilendirdiğini görmek için. Yemek seçimi mevcut değildi. İyi enterntsinmrnt sistemi ancak bazen sorunlar ve çok fazla duyuru var. 4 uçuştan bir valiz çok hasar gördü, biri iki gün gecikti. Uçaktaki personel cana yakın ve yardımsever
337|Flew Istanbul|337|turc|2022-08-02 15:10:42.953034977|TurkishFly|İstanbul'dan Hurgada'ya uçtu. Salon aracılığıyla uygun hava tarafı erişimi takdir edildi. Gece geç saatlere kadar çok çeşitli yiyecek ve içecek seçenekleri sunan salon. Yine de bazı varyasyonlarla yapabilirdi. Uçuş öncesi duyurular ve öncelikli uygulama ile düzenli biniş süreci. Hoş bir sürpriz olan çifte rezervasyon nedeniyle yükseltildi. Dolu kabin. Ekip mükemmeldi. Kalkış öncesi içecekler, iki sıcak seçenek ile güzel bir kahvaltı ve yemek sonrası içecek servisi. Bu A321'de boş orta koltuk yapılandırılmış J Kabin ile bu 2,5 saatlik atlama için önceden yüklenmiş eğlence ve kaliteli kulaklıklarla tabletler dağıtıldı. Sert hava koşullarına ve zamanında varışa rağmen çok düzgün iniş. Uçuş güvertesine teşekkürler. Bu yolculukta Türk Hava Yolları ile mükemmel genel uçuş deneyimi.
338|Tbilisi|338|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Tbilisi to Amsterdam via Istanbul. Flew TK for the first time (return flight) and I found it a bit overrated. Service and reliability is no better than most EU majors, and overall the comfort and service looks from another time. The seats and interiors are really old, and very narrow on the A320 models (a kid won't even fit). Service is not really outstanding like you read in reviews, just basic and a bit cheap. Cabin staff can be quite stiff and really not friendly, which does not give the best sense of welcome claimed in their marketing. However the ground staff in Istanbul is quite outstanding and efficient! Our flight was 40min late with only 1 hour connection, but someone waits at the exit gate and takes groups of pax with short connections directly to the next gate
339|Istanbul|339|turc|2022-08-02 15:10:42.953034977|TurkishFly|İstanbul'dan Washington'a. Genel olarak Türk Hava Yolları'nın koltuk konforundan, yemek kalitesinden, kabin hizmetlerinden vs. memnunum. Washington Dulles Havalimanı'ndaki dinlenme salonu mükemmel ve muhtemelen o havalimanındaki en iyisidir. ABD ve İngiltere'nin getirdiği laptop yasağını nasıl karşıladıklarına değinmek istiyorum. Bagajda check-in işlemi yapılmayan cihazlar, tüm pasaport ve güvenlik kontrollerinden sonra uçuş kapısında havayolu yetkilileri tarafından kabul edilmektedir. Cihazlar balonlu paketlere sarılır ve yolcuya özel fiş verilir. Sarılmış cihazlar, gözlerinizin önünde sağlam kaplara yerleştirilir. Diğer uçta ise Türk Hava Yolları pasaport kontrolünden geçtikten hemen sonra, gümrükten geçmeden önce bir stant açıyor. Makbuzunuzu kontrol ederler ve dizüstü bilgisayarınızı size geri verirler. Telaş yok, telaş yok. Bu koşullar altında operasyon oldukça pürüzsüz. Gezginlerin bilmesi gerektiğini düşündüm.
340|Istanbul|340|turc|2022-08-02 15:10:42.953034977|TurkishFly|Türk Hava Yolları ile İstanbul-Montreal seferi. Sorunsuz olan iş sınıfı kontrolünü kullandı. İstanbul'daki salon, çok çeşitli içecek ve yemek seçenekleri sunuyordu, ancak duş olanakları dökülüyordu ve yenilenmeye ihtiyacı olduğu ortaya çıktı. Biniş zamanında ve düzenliydi ve zamanında ayrıldık. Gemide oturma rahattı ve FA'lar özenliydi. Türk Hava Yolları ikram hizmetleri eskisi gibi olmayan porsiyon küçülmesi ve kalitesiyle ciddi bir düşüş yaşıyor. Ana yemeğim iki parça fazla pişmiş ince dilim dana etiydi. İnişten önceki yemek de hayal kırıklığı yarattı. Şarap seçimi iyiydi ve Tattinger takdir edildi. Tuvaletler temiz tutulmadı ve FA'lara iki kez bir rötuş yapılması gerektiğini belirtmek zorunda kaldım. Wifi güvenilirdi. IFE iyiydi ama daha yeni çıkan filmleri kullanabilirdi. Kokpitten yapılan duyurular, yalnızca başlangıçta sağlanan uçuş ayrıntılarıyla azdı. Uçuş planlanandan önce geldi.
341|Amsterdam|341|dutch|2022-08-02 15:10:42.953034977|KLAmsterdam|Amsterdam naar Manilla, via Istanbul met ongeveer 1 uur tussenstop in Istanbul en 5 uur op de terugvlucht. De prijs was erg goed voor deze route. Dit was mijn eerste keer dat ik met Turkish Airlines vloog en het was redelijk goed. IFE had ook een goede selectie films om me bezig te houden, en ze geven je een voorzieningenpakket wat leuk is. De vliegtuigen waren ook redelijk mooi, minpuntje op de terugweg, Istanbul naar Amsterdam, het vliegtuig was oud en had geen IFE, viel een beetje tegen. De maaltijden zijn over het algemeen erg goed, ik hield van de Cafe De Paris Chicken. Het personeel was zo, toen ik in het vliegtuig stapte, begonnen de twee mannelijke FA's die mensen zouden moeten verwelkomen plotseling te kletsen en me niet te verwelkomen, niet zeker waar dit over ging. Op een andere vlucht vergaten ze me brood te geven bij mijn maaltijd, ze serveren het brood na de maaltijd. Ik zag ze andere mensen geven, maar ze gaven me nooit. Ik zou weer met ze vliegen als ze het goedkoopste ticket naar mijn bestemming hebben, anders niet.
342|Frankfurt|342|german|2022-08-02 15:10:42.953034977|AlphaAirlines|Von Frankfurt nach Konya über Istanbul. Ich bin zum ersten Mal mit Turkish Airlines geflogen und es hat mir sehr gut gefallen. Es ist großartig, dass es keine Verzögerungen oder andere Probleme gab, die auftreten könnten. Das Kabinenpersonal war freundlich und das Essen war ausgezeichnet. Der Sitz war bequem und ich hatte genügend Platz, um meine Beine hineinzulegen. Insgesamt hatte ich eine gute Erfahrung zu einem guten Preis.
343|Kuala Lumpur|343|english|2022-08-02 15:10:42.953034977|AlphaAirlines|"Kuala Lumpur to London via Istanbul. This is the third time I flew with Turkish Airlines and possibly the last. The first two times I flew Turkish Airlines were direct flights as I was visiting Turkey. Everything was okay, average service experience. The last time I flew with Turkish Airlines, I departed from Kuala Lumpur, transferred at Istanbul and final destination is London. Much of the time you travel between the gate and aircraft by shuttle bus at Istanbul Airport. Tiny leg room (31-33"" seat pitch). No compensation for delayed or damaged luggage."
344|Kathmandu|344|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Kathmandu to Geneva via Istanbul. In general I like Turkish Airlines. On both legs of this trip the cabin crew was especially friendly and helpful. However, I left my Kindle e-reader on one of the flights and I cannot find a way to call or email lost and found. There is lost and found for baggage. I suppose I'll accept the loss but it an airline of the standing of Turkish Airline would have a better email/phone system that would allow clients to at least post a message. Disappointed in the usefulness of the communication ability through email/phone.
345|Kuala Lumpur|345|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Kuala Lumpur to Vienna via Istanbul. Turkish Airlines surpassed my expectations. Both the ground and cabin staff is friendly and competent, I also comtacted the call centre twice before my trip and I were helpful as well. They have a generous luggage policy, on top of my 31 kg checked in suitcase I was also able to take my skis (around 4 kg with the bag) free of charge. In fact, they have a wide range of sport equipment which one can take for free, however I'm not sure whether you can take it on top of your 32 kg free luggage (or whatever you have if you fly business/first) or whether I just got lucky. I also took on both trips, KUL-VIE and return 3 big pieces of carry on luggage and nobody said anything (although I'm sure this is not their official policy). Finally, when I managed to miss my connecting flight from IST to VIE, after I had felt asleep at the airport, they rebooked my flight free of charge, after little convincing. The cherry on the cake is the food - maybe the best plane food I've ever eaten!
346|Moscow|346|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Moscow to PanamÃ¡ City via Istambul. I paid for an extra baggage in Moscow to my final destination in Panama City (3 bagagges in total). Since both flights from were operated by Turkish Airlines I was supposed to pick up my lugagge in Panama City. Long story short, they lost one of my bags, it arrived 2 days later. The flight was very comfortable since the seat beside me was empty, the attention was pretty nice as always. Unfortunately the screen in which I was suppossed to have some kind of entertainment had a glitch and even though the crew re strated it, it refused to work.
347|Panama City|347|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Panama City to London via Istanbul. Seat 2D in business on a A330-200 and IST-LHR in seat 2B on Boeing 777-300. The A330-200 Business Class seat was not lie-flat
348|Belgrade|348|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Belgrade to Atlanta via Istanbul. Turkish Airlines are highly tentative to needs of its passengers. I had an amazing meal on short flight from Belgrade to Istanbul, then again excellent choice on a long haul from Istanbul to Atlanta. They have wi-fi which is free for business class and very fast. In other airlines this is charged and you have limitations on how much you use, plus not so consistent quality of connection. Seat is very comfortable and spacious, with nice lighting atmosphere. They give out small artificial candle that flickers. Very nice touch to feel like relaxed. I fly a lot for business and they have amazed me yet again.
349|Atlanta|349|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Atlanta to Thessaloniki via Istanbul. Everything was amazing. The cabin crew of Turkish Airlines was perfect in every aspect of their duties during the whole flights. Always with a smile, gentle and kind people. Never showed their tiredness during those long flights. The pilots did the best job from every take-off to every landing. The price of the tickets was perfect. The meals were so nice. Just the seats in economy class weren't so comfortable for such a long-haul trip, so next time business class for more comfort. Concerning the airport service it was very good at all airports.
350|Dushanbe|350|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Dushanbe to Istanbul. I will never fly Turkish Airlines again. I was scheduled to depart early on Saturday morning. However, due to snow Turkish Airlines decided not to send the plane from Istanbul to Dushanbe. Despite the fact that FlyDubai and Somon Air both managed to get their flights in and out. If that were not bad enough the next time they said they would be flying was 2 days later on Monday. But it is now Monday and they have had the better part of two days to deal with the snow and the weather is crystal clear in Dushanbe. But is the flight coming on time? No. It is delayed 5.5 hours, assuming it arrives at all. That has destroyed the rest of my itinerary. I am going to have to spend the night in Istanbul as a result in the best case scenario. This is not the first time Turkish has screwed up my travel. Because where I live Turkish is one of a handful of airlines that come in and out, I have used them from time to time, but it will certainly be the last. Way to go Turkish, you have not only lost a customer you have actually gained a foe.
351|Barcelona|351|spanish|2022-08-02 15:10:42.953034977|Iberica|Barcelona a Estambul, y Turkish Airlines reprogramó mi vuelo a Estambul dos veces de 15:00 a 17:00 y luego a las 19:00. Días después también reprogramaron mi vuelo de regreso a Barcelona, ​​del martes por la noche no del miércoles por la mañana. Tuve que cancelar los vuelos por estos cambios y solo me devolvieron el valor de los boletos. Tuve que pagar la tarifa de cancelación del hotel. No dieron ninguna explicación de estos cambios. Inaceptable.
352|Manchester|352|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Manchester to Kiev via Istanbul. Flight crew were very good and pleasant and very helpful. Arrived in Kiev 25 mins late, so missed my connection to my destination. Turkish Airlines said it was due to a passenger not arriving for their flight, so the flight from Istanbul to Kiev was delayed. Got to Kiev and my suitcase wheel has been smashed, new suitcase and good quality. Turkish Airlines refuse to take responsibility, complaint made. On return journey I arrived a the airport in Kiev 5 mins late due to severe weather condition in the area of Ukrainian where I staying. Turkish Airlines refused to all allow me on board and then tried to charge me $500 dollars for a return flight plus a penalty charge of 100 Euros because I was late. I later found out that I was actually bumped of the flight because it was over subscribed so the real reason I was not allowed on the plane, was because they had already sold my seat. I have travelled by plane for over 40 years and never have I had my luggage damaged and never have I missed a flight.
353|Bogota|353|spanish|2022-08-02 15:10:42.953034977|Iberica|Bogotá a Roma vía Estambul. Reservamos los boletos a principios de octubre de 2016 para nosotros 5, como parte de nuestro viaje anual a Alemania. Las ofertas con LH para el vuelo directo BOG-FRA no eran nada interesantes. Siendo titular de la tarjeta Star Gold, prefería viajar con un socio de Star Alliance, y sabiendo que TK comenzó a servir a BOG en mayo de 2016, busqué esta opción, pero los precios a cualquier destino alemán todavía eran bastante altos, así que por pura curiosidad. Estuve buscando los precios para otros destinos europeos. Roma con un precio muy atractivo fue el éxito, por lo que decidimos volar TK vía IST a Italia, quedándonos una noche en IST y una noche en Roma, antes de dirigirnos a FRA con un boleto de Alitalia muy barato. Bogotá a Estambul tiene una escala en la ciudad de Panamá, y el mismo número de vuelo de regreso a BOG desde IST. Así que al abordar el avión en BOG nos encontramos con muchos pasajeros originarios de Estambul con destino a Panamá. Así que el avión estaba repleto en el vuelo corto a Panamá, con muchos pasajeros saliendo del avión en PTY, pero no demasiados pasajeros abordando para volar a Estambul. Esto significó que mi esposa y yo teníamos una fila de 2 asientos para nosotros en el camino durante este largo vuelo de 13 horas. El servicio ofrecido por la tripulación fue impecable, la comida fue muy buena y bien presentada, diría que la mejor que he tenido en Economy hasta ahora. La tripulación estuvo atenta y dispuesta a ayudar en cualquier caso. Durante el largo vuelo, mi esposa voló a su cumpleaños y les pregunté si podían hacer algo por ella. Sonrieron y prometieron organizar una sorpresa. 20 minutos después llegaron junto con el chef a bordo, presentando un pastel muy bien preparado con velas y crema diciendo feliz cumpleaños, champán de clase ejecutiva para los dos y cantándole feliz cumpleaños a ella. El avión llegó a tiempo a IST y realizamos el recorrido por la ciudad que Turkish Airlines ofrece a sus pasajeros de transferencia internacional. Este tour es gratuito y te lleva a los sitios turísticos más importantes de Estambul, e incluye un buen almuerzo. Después de que terminó el recorrido, el guía se quedó en la ciudad con los que no tenían prisa, como nosotros, y nos llevó por algunos lugares más. Vuelo a la mañana siguiente a Roma, con un desayuno abundante y bien presentado, mejor que la mayoría de las comidas de clase ejecutiva intraeuropeas en otras aerolíneas. Viaje de regreso a Colombia en enero con la misma calidad en todos los vuelos, estaba un poco preocupado por nuestro equipaje debido a algunos comentarios aquí sobre equipaje perdido, pero todo llegó a salvo a BOG. Durante la escala de 6 h en el aeropuerto de Atatürk, utilizamos el salón de Turkish Airlines. Un lugar enorme, bien decorado, con excelentes opciones de comida y bebida, buenas duchas y algunos otros trucos como un campo de prácticas electrónico, una mesa de billar, etc. . Ese vuelo estaba totalmente repleto, sin embargo la tripulación nuevamente brindó un gran servicio. No puedo quejarme de la falta de amabilidad y profesionalidad. Dicho esto, sin embargo, tuvimos la suerte de viajar de regreso a BOG una semana después del caos de nieve en el aeropuerto de Atatürk. Probablemente las cosas hubieran sido diferentes para nosotros si hubiéramos viajado unos días antes. En general, recomendamos Turkish Airlines.
354|Seoul|354|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Seoul to Istanbul. First time flying with Turkish Airlines and last one. The ticket was very expensive and the flying experience quite bad. Economy class, on the exit row and despite the big leg room, the seats were so uncomfortable (possibly the narrowest I have ever experienced in an 11-hour flight). It was not possible to sleep at all. The seat recline was broken, and my friend's screen (right next to me) was broken too. Reported it to the crew but they did not pay any attention and they did not even try to help.
355|Manchester|355|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Manchester to Bangkok via Istanbul. A really good all round experience except for the boarding process at the Istanbul airport which needs to improve however food and drinks were very good as was the onboard service from hard working cabin crew. Turkish Airlines are really good, however their ground staff do let them down from time to time with poor communication skills.
356|Vilnius|356|english|2022-08-02 15:10:42.953034977|AlphaAirlines|Vilnius to Istanbul. Turkish Airlines excelled in cabin service, catering, aircraft and seat comfort. The departure was on time, aircraft was new (with sky interior lightning) and very clean. There weren't too many passengers. Therefore, there was a free middle seat between me and the other passenger. The seat pitch was fine. In the beginning, I got a chocolate praline. Then we got earbuds (bad quality and shallow sound but it is economy so I am not going to complain) and I managed to watch a full movie during the flight (the screen was pretty large and had good resolution). The food on this short-haul flight was tasty and it included a hot meal (which is rare on European flights) and a complimentary beverage (I recommend Ayran yoghurt and homemade lemonade but you can also take alcoholic drinks). The flight attendants offered tea and coffee. The flight attendants provided top notch service. Overall it was an exceptional experience.
